ticket,cost,month,location_from,location_to,duration,distance,assistance,energy_used,energy_collected
season,0.0,6,KEILANKANTA,KYS,1318.0,6870,1,49.4,9.3
single,0.55,7,PUIJONLAAKSO,TORI,620.0,2710,1,12.4,6.3
season,0.0,7,TORI,TORI,74.0,10,1,0.3,0.0
single,1.25,6,TASAVALLANKATU,SATAMA,1468.0,3430,1,20.6,8.7
season,0.0,5,TORI,TASAVALLANKATU,608.0,2050,1,12.1,5.4
savonia,0.0,10,NEULAMÄKI,MICROTEKNIA,327.0,1420,0,0.0,1.8
season,0.0,5,TORI,KEILANKANTA,1604.0,6590,1,50.9,6.0
single,0.6,6,TORI,PUIJONLAAKSO,673.0,2330,1,22.9,5.1
season,0.0,4,KEILANKANTA,TASAVALLANKATU,792.0,4420,1,23.7,2.4
single,0.3,7,TORI,SATAMA,323.0,1000,1,2.3,2.7
single,0.9,6,KEILANKANTA,KAUPPAKATU,1049.0,6030,1,17.9,3.6
single,0.85,4,NEULAMÄKI,TASAVALLANKATU,960.0,3740,0,0.0,0.0
season,0.0,10,TASAVALLANKATU,NEULAMÄKI,958.0,4640,1,55.2,7.8
single,0.4,5,KYS,MICROTEKNIA,463.0,1500,1,10.7,3.9
single,0.05,4,SATAMA,SATAMA,7.0,0,0,0.0,0.0
single,1.3,6,SATAMA,KEILANKANTA,1508.0,6960,1,32.9,7.8
savonia,0.0,9,NEULAMÄKI,MICROTEKNIA,339.0,1510,0,0.0,19.2
single,0.65,6,PUIJONLAAKSO,TORI,769.0,2390,1,14.3,12.0
season,0.0,10,KEILANKANTA,KYS,1172.0,6790,1,37.4,8.1
single,0.05,5,PUIJONLAAKSO,PUIJONLAAKSO,58.0,0,1,0.0,0.0
single,0.35,6,TORI,KAUPPAKATU,378.0,950,1,6.0,3.6
single,0.4,6,TASAVALLANKATU,TORI,476.0,2280,1,16.6,4.2
season,0.0,9,TASAVALLANKATU,KAUPPAKATU,470.0,1610,1,10.2,3.3
savonia,0.0,10,TORI,TORI,2.0,0,1,0.0,0.0
single,0.55,4,TASAVALLANKATU,KAUPPAKATU,633.0,1610,1,0.0,3.3
season,0.0,9,SATAMA,TORI,273.0,950,1,15.1,0.3
season,0.0,7,TASAVALLANKATU,KAUPPAKATU,509.0,1600,1,9.6,2.4
single,0.35,6,SATAMA,TORI,373.0,920,1,13.0,2.1
single,0.7,7,TORI,PUIJONLAAKSO,801.0,3020,1,34.6,7.2
single,2.2,7,SATAMA,PIRTTI,2580.0,11880,1,63.9,23.4
single,0.2,10,TORI,TORI,204.0,910,1,6.5,1.8
single,0.8,6,TASAVALLANKATU,KEILANKANTA,952.0,4490,1,41.1,0.6
season,0.0,8,MICROTEKNIA,MICROTEKNIA,74.0,0,1,0.0,0.0
season,0.0,5,KEILANKANTA,KAUPPAKATU,1049.0,6060,1,27.2,5.7
savonia,0.0,9,PUIJONLAAKSO,TORI,713.0,3090,1,20.3,8.4
season,0.0,5,TORI,KYS,777.0,3310,1,28.6,11.7
single,0.6,7,PUIJONLAAKSO,SATAMA,692.0,3350,1,11.0,14.7
single,0.3,10,TASAVALLANKATU,KAUPPAKATU,313.0,1620,1,9.1,2.1
single,0.05,5,TORI,TORI,59.0,0,1,0.0,0.0
season,0.0,7,NEULAMÄKI,KAUPPAKATU,979.0,4390,1,35.0,27.0
single,0.4,7,TASAVALLANKATU,KAUPPAKATU,445.0,1620,1,13.1,0.0
single,0.65,6,KAUPPAKATU,PUIJONLAAKSO,728.0,2880,1,32.0,5.1
savonia,0.0,9,MICROTEKNIA,PUIJONLAAKSO,594.0,2140,1,27.4,8.1
single,0.55,8,KAUPPAKATU,PUIJONLAAKSO,649.0,2500,1,26.1,3.9
single,0.3,6,KAUPPAKATU,SATAMA,329.0,1140,1,5.9,6.0
single,0.7,5,KAUPPAKATU,MICROTEKNIA,799.0,3020,1,27.0,9.3
single,0.55,10,TORI,PUIJONLAAKSO,633.0,2620,1,25.0,4.2
single,0.55,7,TORI,PUIJONLAAKSO,645.0,2600,1,24.6,4.8
season,0.0,6,PUIJONLAAKSO,TORI,574.0,2580,1,8.5,9.0
season,0.0,10,SATAMA,KAUPPAKATU,268.0,1020,1,12.5,0.9
single,0.9,10,NEULAMÄKI,TORI,1034.0,4420,1,35.7,7.8
single,0.15,7,TORI,KAUPPAKATU,132.0,390,0,0.0,0.9
single,0.6,5,PIRTTI,KEILANKANTA,715.0,4100,1,18.0,3.0
single,1.3,6,TORI,KEILANKANTA,1515.0,7360,1,44.3,12.6
season,0.0,7,TORI,TORI,8.0,0,1,0.0,0.0
single,0.1,6,TASAVALLANKATU,TASAVALLANKATU,84.0,50,1,0.0,0.0
single,1.05,6,KEILANKANTA,SATAMA,1233.0,6940,1,29.3,12.9
season,0.0,8,NEULAMÄKI,KAUPPAKATU,993.0,4540,1,35.1,8.4
season,0.0,8,MICROTEKNIA,MICROTEKNIA,79.0,0,1,0.0,0.0
single,0.35,9,TORI,SATAMA,412.0,1100,1,6.5,6.9
season,0.0,8,KYS,TORI,578.0,2300,1,21.1,6.3
savonia,0.0,10,SATAMA,KAUPPAKATU,254.0,1020,1,12.6,0.6
season,0.0,6,NEULAMÄKI,NEULAMÄKI,111.0,10,1,0.0,0.0
season,0.0,10,NEULAMÄKI,TORI,962.0,4350,1,24.6,27.3
single,0.6,5,TORI,PUIJONLAAKSO,718.0,2610,1,28.9,5.7
savonia,0.0,10,KEILANKANTA,TORI,1281.0,6390,1,40.0,7.5
season,0.0,8,TORI,TASAVALLANKATU,601.0,2030,1,9.3,3.0
single,0.1,7,KYS,KYS,109.0,0,0,0.0,0.0
season,0.0,8,TORI,TORI,113.0,210,1,0.0,0.3
season,0.0,5,SATAMA,NEULAMÄKI,1127.0,5400,1,52.7,11.1
season,0.0,9,TORI,KAUPPAKATU,113.0,390,1,3.1,0.0
season,0.0,6,SATAMA,KAUPPAKATU,256.0,1000,1,11.0,0.3
single,0.75,5,MICROTEKNIA,NEULAMÄKI,856.0,1400,1,15.8,1.2
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,244.0,1090,1,7.0,1.2
single,4.3,5,KEILANKANTA,KEILANKANTA,5136.0,18720,1,133.4,22.2
single,0.35,10,MICROTEKNIA,PUIJONLAAKSO,409.0,2150,1,19.5,3.3
season,0.0,8,NEULAMÄKI,KAUPPAKATU,934.0,5370,1,28.2,11.7
single,1.35,7,PIRTTI,TASAVALLANKATU,1597.0,8640,1,56.3,2.1
single,0.9,9,KAUPPAKATU,KEILANKANTA,1066.0,6130,1,24.3,4.8
savonia,0.0,9,MICROTEKNIA,NEULAMÄKI,421.0,1410,1,22.6,2.7
season,0.0,5,MICROTEKNIA,PUIJONLAAKSO,696.0,2530,1,32.9,8.7
season,0.0,6,MICROTEKNIA,MICROTEKNIA,19.0,10,1,0.1,0.0
single,3.7,5,TORI,KAUPPAKATU,4400.0,5830,1,39.8,13.5
single,1.0,7,KEILANKANTA,KAUPPAKATU,1167.0,6070,1,34.3,3.0
savonia,0.0,10,KAUPPAKATU,TORI,836.0,960,1,8.0,2.7
single,0.2,7,TORI,SATAMA,199.0,930,1,3.7,3.6
season,0.0,7,TORI,TORI,61.0,0,1,0.0,0.0
savonia,0.0,9,MICROTEKNIA,PUIJONLAAKSO,610.0,2460,1,36.5,6.9
season,0.0,8,PUIJONLAAKSO,KAUPPAKATU,478.0,2250,1,8.1,13.8
